pub_year,country_code,cpc_broad_class,patent_count
1937,GB,Agriculture related,234
1937,GB,Data process related,272
1937,GB,Mining related,72
1937,NL,Agriculture related,1
1937,NL,Data process related,5
1937,NL,Mining related,2
1937,SE,Agriculture related,1
1937,SE,Data process related,1
1937,US,Agriculture related,807
1937,US,Data process related,693
1937,US,Mining related,496
1938,AT,Data process related,3
1938,AT,Mining related,1
1938,BE,Agriculture related,10
1938,BE,Data process related,7
1938,BE,Mining related,3
1938,CA,Agriculture related,1
1938,CH,Agriculture related,103
1938,CH,Data process related,59
1938,DE,Agriculture related,194
1938,DE,Data process related,257
1938,DE,Mining related,99
1938,FR,Agriculture related,213
1938,FR,Data process related,330
1938,FR,Mining related,36
1938,GB,Agriculture related,269
1938,GB,Data process related,352
1938,GB,Mining related,88
1938,NL,Agriculture related,5
1938,NL,Data process related,2
1938,NL,Mining related,2
1938,SE,Data process related,2
1938,US,Agriculture related,791
1938,US,Data process related,656
1938,US,Mining related,569
1939,AT,Agriculture related,2
1939,AT,Data process related,1
1939,BE,Agriculture related,10
1939,BE,Data process related,2
1939,CA,Agriculture related,1
1939,CH,Agriculture related,108
1939,CH,Data process related,100
1939,DE,Agriculture related,266
1939,DE,Data process related,309
1939,DE,Mining related,119
1939,FR,Agriculture related,280
1939,FR,Data process related,299
1939,FR,Mining related,30
1939,GB,Agriculture related,234
1939,GB,Data process related,340
1939,GB,Mining related,71
1939,NL,Agriculture related,2
1939,NL,Data process related,1
1939,SE,Agriculture related,2
1939,SE,Data process related,1
1939,US,Agriculture related,1055
1939,US,Data process related,775
1939,US,Mining related,667
1940,AT,Agriculture related,2
1940,AT,Data process related,2
1940,BE,Agriculture related,3
1940,BE,Data process related,2
1940,BE,Mining related,2
1940,CH,Agriculture related,73
1940,CH,Data process related,76
1940,CH,Mining related,3
1940,DE,Agriculture related,212
1940,DE,Data process related,317
1940,DE,Mining related,115
1940,FR,Agriculture related,142
1940,FR,Data process related,190
1940,FR,Mining related,27
1940,GB,Agriculture related,183
1940,GB,Data process related,284
1940,GB,Mining related,82
1940,NL,Data process related,3
1940,NL,Mining related,3
1940,SE,Agriculture related,32
1940,SE,Data process related,1
1940,US,Agriculture related,1097
1940,US,Data process related,764
1940,US,Mining related,719
1941,AT,Data process related,1
1941,BE,Agriculture related,11
1941,BE,Data process related,2
1941,BE,Mining related,4
1941,CH,Agriculture related,104
1941,CH,Data process related,100
1941,CH,Mining related,4
1941,DE,Agriculture related,171
1941,DE,Data process related,298
1941,DE,Mining related,90
1941,DK,Agriculture related,2
1941,FR,Agriculture related,95
1941,FR,Data process related,181
1941,FR,Mining related,28
1941,GB,Agriculture related,116
1941,GB,Data process related,205
1941,GB,Mining related,56
1941,NL,Agriculture related,2
1941,NL,Data process related,2
1941,NL,Mining related,1
1941,SE,Agriculture related,2
1941,SE,Data process related,2
1941,US,Agriculture related,1082
1941,US,Data process related,873
1941,US,Mining related,557
1942,BE,Agriculture related,3
1942,BE,Data process related,3
1942,BE,Mining related,2
1942,CH,Agriculture related,110
1942,CH,Data process related,120
1942,CH,Mining related,4
1942,DE,Agriculture related,197
1942,DE,Data process related,293
1942,DE,Mining related,120
1942,DK,Agriculture related,2
1942,ES,Data process related,2
1942,FR,Agriculture related,144
1942,FR,Data process related,188
1942,FR,Mining related,32
1942,GB,Agriculture related,72
1942,GB,Data process related,139
1942,GB,Mining related,32
1942,NL,Data process related,2
1942,SE,Agriculture related,1
1942,SE,Mining related,1
1942,US,Agriculture related,846
1942,US,Data process related,871
1942,US,Mining related,502
1943,BE,Agriculture related,11
1943,BE,Data process related,2
1943,BE,Mining related,4
1943,CA,Data process related,1
1943,CH,Agriculture related,80
1943,CH,Data process related,91
1943,CH,Mining related,3
1943,DE,Agriculture related,179
1943,DE,Data process related,275
1943,DE,Mining related,123
1943,DK,Agriculture related,2
1943,ES,Agriculture related,4
1943,ES,Data process related,2
1943,FR,Agriculture related,196
1943,FR,Data process related,222
1943,FR,Mining related,41
1943,GB,Agriculture related,108
1943,GB,Data process related,169
1943,GB,Mining related,32
1943,NL,Agriculture related,1
1943,NL,Data process related,3
1943,US,Agriculture related,799
1943,US,Data process related,606
1943,US,Mining related,453
1944,BE,Agriculture related,11
1944,BE,Mining related,7
1944,CH,Agriculture related,85
1944,CH,Data process related,69
1944,CH,Mining related,2
1944,DE,Agriculture related,49
1944,DE,Data process related,160
1944,DE,Mining related,61
1944,DK,Agriculture related,3
1944,DK,Data process related,1
1944,FR,Agriculture related,89
1944,FR,Data process related,89
1944,FR,Mining related,16
1944,GB,Agriculture related,143
1944,GB,Data process related,131
1944,GB,Mining related,46
1944,NL,Agriculture related,1
1944,NL,Mining related,2
1944,SE,Agriculture related,1
1944,US,Agriculture related,639
1944,US,Data process related,528
1944,US,Mining related,342
1945,BE,Agriculture related,4
1945,BE,Data process related,1
1945,CA,Agriculture related,1
1945,CH,Agriculture related,90
1945,CH,Data process related,88
1945,CH,Mining related,4
1945,DE,Agriculture related,6
1945,DE,Data process related,24
1945,DE,Mining related,8
1945,DK,Agriculture related,2
1945,FR,Agriculture related,240
1945,FR,Data process related,205
1945,FR,Mining related,51
1945,GB,Agriculture related,128
1945,GB,Data process related,117
1945,GB,Mining related,23
1945,LU,Agriculture related,1
1945,LU,Mining related,1
1945,NL,Agriculture related,1
1945,US,Agriculture related,479
1945,US,Data process related,425
1945,US,Mining related,240
1946,BE,Agriculture related,21
1946,BE,Data process related,7
1946,BE,Mining related,2
1946,CA,Agriculture related,7
1946,CA,Data process related,9
1946,CA,Mining related,2
1946,CH,Agriculture related,125
1946,CH,Data process related,99
1946,CH,Mining related,5
1946,DK,Data process related,2
1946,ES,Agriculture related,5
1946,ES,Data process related,4
1946,FR,Agriculture related,276
1946,FR,Data process related,200
1946,FR,Mining related,33
1946,GB,Agriculture related,148
1946,GB,Data process related,186
1946,GB,Mining related,38
1946,LU,Agriculture related,2
1946,LU,Data process related,1
1946,NL,Agriculture related,1
1946,NL,Data process related,2
1946,US,Agriculture related,366
1946,US,Data process related,377
1946,US,Mining related,180
1947,BE,Agriculture related,25
1947,BE,Data process related,4
1947,BE,Mining related,4
1947,CA,Data process related,3
1947,CH,Agriculture related,177
1947,CH,Data process related,100
1947,CH,Mining related,7
1947,DK,Agriculture related,3
1947,ES,Agriculture related,2
1947,ES,Data process related,18
1947,ES,Mining related,1
1947,FR,Agriculture related,321
1947,FR,Data process related,233
1947,FR,Mining related,48
1947,GB,Agriculture related,263
1947,GB,Data process related,230
1947,GB,Mining related,61
1947,NL,Agriculture related,1
1947,NL,Data process related,3
1947,NL,Mining related,2
1947,SE,Agriculture related,1
1947,SE,Mining related,1
1947,US,Agriculture related,425
1947,US,Data process related,431
1947,US,Mining related,135
1948,BE,Agriculture related,19
1948,BE,Data process related,15
1948,BE,Mining related,4
1948,CA,Data process related,1
1948,CH,Agriculture related,141
1948,CH,Data process related,124
1948,CH,Mining related,7
1948,DK,Agriculture related,2
1948,DK,Data process related,1
1948,ES,Agriculture related,3
1948,ES,Data process related,5
1948,FR,Agriculture related,239
1948,FR,Data process related,226
1948,FR,Mining related,28
1948,GB,Agriculture related,422
1948,GB,Data process related,368
1948,GB,Mining related,81
1948,LU,Agriculture related,3
1948,LU,Mining related,1
1948,NL,Agriculture related,1
1948,NL,Data process related,2
1948,NL,Mining related,2
1948,SE,Agriculture related,58
1948,SE,Data process related,1
1948,US,Agriculture related,492
1948,US,Data process related,494
1948,US,Mining related,158
1949,AT,Agriculture related,4
1949,AT,Data process related,3
1949,BE,Agriculture related,21
1949,BE,Data process related,6
1949,BE,Mining related,19
1949,CA,Agriculture related,1
1949,CH,Agriculture related,139
1949,CH,Data process related,102
1949,CH,Mining related,7
1949,DK,Agriculture related,3
1949,DK,Data process related,1
1949,DK,Mining related,1
1949,ES,Agriculture related,2
1949,ES,Data process related,1
1949,ES,Mining related,2
1949,FR,Agriculture related,269
1949,FR,Data process related,290
1949,FR,Mining related,51
1949,GB,Agriculture related,435
1949,GB,Data process related,394
1949,GB,Mining related,125
1949,LU,Agriculture related,1
1949,NL,Agriculture related,2
1949,NL,Data process related,1
1949,NL,Mining related,1
1949,SE,Agriculture related,108
1949,SE,Mining related,1
1949,US,Agriculture related,968
1949,US,Data process related,771
1949,US,Mining related,204
1950,AT,Agriculture related,5
1950,AT,Data process related,6
1950,AT,Mining related,1
1950,BE,Agriculture related,9
1950,BE,Data process related,4
1950,BE,Mining related,4
1950,CA,Agriculture related,2
1950,CH,Agriculture related,118
1950,CH,Data process related,109
1950,CH,Mining related,6
1950,DE,Agriculture related,128
1950,DE,Data process related,41
1950,DE,Mining related,43
1950,DK,Agriculture related,5
1950,DK,Data process related,1
1950,FR,Agriculture related,377
1950,FR,Data process related,323
1950,FR,Mining related,120
1950,GB,Agriculture related,288
1950,GB,Data process related,323
1950,GB,Mining related,83
1950,LU,Agriculture related,1
1950,NL,Agriculture related,1
1950,NL,Data process related,5
1950,NL,Mining related,1
1950,SE,Agriculture related,82
1950,US,Agriculture related,1596
1950,US,Data process related,1043
1950,US,Mining related,375
1951,AT,Agriculture related,22
1951,AT,Data process related,14
1951,AU,Data process related,1
1951,BE,Agriculture related,6
1951,BE,Data process related,7
1951,CA,Agriculture related,1
1951,CA,Data process related,1
1951,CH,Agriculture related,168
1951,CH,Data process related,115
1951,CH,Mining related,12
1951,DE,Agriculture related,799
1951,DE,Data process related,386
1951,DE,Mining related,472
1951,DK,Agriculture related,8
1951,DK,Data process related,1
1951,ES,Agriculture related,3
1951,ES,Mining related,2
1951,FR,Agriculture related,719
1951,FR,Data process related,573
1951,FR,Mining related,166
1951,GB,Agriculture related,369
1951,GB,Data process related,386
1951,GB,Mining related,111
1951,JP,Data process related,1
1951,LU,Agriculture related,1
1951,LU,Data process related,1
1951,NL,Data process related,4
1951,NL,Mining related,3
1951,US,Agriculture related,1609
1951,US,Data process related,979
1951,US,Mining related,445
1952,AT,Agriculture related,28
1952,AT,Data process related,5
1952,AT,Mining related,3
1952,BE,Agriculture related,6
1952,BE,Data process related,6
1952,BE,Mining related,2
1952,CA,Agriculture related,1
1952,CA,Mining related,1
1952,CH,Agriculture related,159
1952,CH,Data process related,145
1952,CH,Mining related,20
1952,DE,Agriculture related,1006
1952,DE,Data process related,693
1952,DE,Mining related,528
1952,DK,Data process related,1
1952,ES,Agriculture related,2
1952,ES,Data process related,2
1952,ES,Mining related,1
1952,FR,Agriculture related,636
1952,FR,Data process related,406
1952,FR,Mining related,235
1952,GB,Agriculture related,540
1952,GB,Data process related,527
1952,GB,Mining related,224
1952,JP,Data process related,2
1952,LU,Data process related,2
1952,LU,Mining related,1
1952,NL,Agriculture related,4
1952,NL,Data process related,3
1952,NL,Mining related,5
1952,SE,Agriculture related,5
1952,SE,Data process related,1
1952,US,Agriculture related,1704
1952,US,Data process related,957
1952,US,Mining related,600
1953,AT,Agriculture related,26
1953,AT,Data process related,16
1953,AT,Mining related,1
1953,BE,Agriculture related,9
1953,BE,Data process related,8
1953,BE,Mining related,3
1953,CA,Agriculture related,1
1953,CH,Agriculture related,131
1953,CH,Data process related,180
1953,CH,Mining related,15
1953,DE,Agriculture related,941
1953,DE,Data process related,915
1953,DE,Mining related,470
1953,DK,Agriculture related,4
1953,ES,Agriculture related,1
1953,ES,Data process related,1
1953,ES,Mining related,1
1953,FR,Agriculture related,846
1953,FR,Data process related,705
1953,FR,Mining related,239
1953,GB,Agriculture related,373
1953,GB,Data process related,402
1953,GB,Mining related,162
1953,LU,Agriculture related,2
1953,LU,Data process related,2
1953,MY,Agriculture related,6
1953,NL,Agriculture related,3
1953,NL,Data process related,2
1953,NL,Mining related,4
1953,SE,Agriculture related,1
1953,US,Agriculture related,1448
1953,US,Data process related,958
1953,US,Mining related,641
1954,AT,Agriculture related,19
1954,AT,Data process related,11
1954,AT,Mining related,3
1954,BE,Agriculture related,8
1954,BE,Data process related,11
1954,BE,Mining related,1
1954,CA,Agriculture related,2
1954,CH,Agriculture related,142
1954,CH,Data process related,183
1954,CH,Mining related,19
1954,DE,Agriculture related,620
1954,DE,Data process related,559
1954,DE,Mining related,341
1954,DK,Agriculture related,5
1954,ES,Agriculture related,4
1954,ES,Data process related,5
1954,ES,Mining related,1
1954,FR,Agriculture related,984
1954,FR,Data process related,714
1954,FR,Mining related,335
1954,GB,Agriculture related,388
1954,GB,Data process related,514
1954,GB,Mining related,206
1954,JP,Data process related,1
1954,LU,Agriculture related,4
1954,LU,Data process related,1
1954,MY,Agriculture related,1
1954,NL,Agriculture related,5
1954,NL,Data process related,4
1954,NL,Mining related,4
1954,SE,Agriculture related,1
1954,SE,Data process related,1
1954,US,Agriculture related,1254
1954,US,Data process related,769
1954,US,Mining related,505
1955,AT,Agriculture related,19
1955,AT,Data process related,11
1955,AT,Mining related,2
1955,BE,Agriculture related,5
1955,BE,Data process related,16
1955,BE,Mining related,1
1955,CA,Agriculture related,1
1955,CA,Data process related,1
1955,CH,Agriculture related,113
1955,CH,Data process related,143
